step,loss
100,0.503391
200,0.476724
300,0.382081
400,0.336701
500,0.343541
600,0.310513
700,0.300645
800,0.290360
900,0.281242
1000,0.279268
1100,0.293819
1200,0.273425
1300,0.273372
1400,0.273947
1500,0.249879
1600,0.256699
1700,0.252833
1800,0.275520
1900,0.254309
2000,0.264647
2100,0.249086
2200,0.266186
2300,0.253792
2400,0.253842
2500,0.262662
2600,0.260173
2700,0.261801
2800,0.257036
2900,0.263552
3000,0.264616
3100,0.267498
3200,0.275336
3300,0.263597
3400,0.246602
3500,0.263158
3600,0.265583
3700,0.256648
3800,0.262827
3900,0.263733
4000,0.254051
4100,0.245978
4200,0.263253
4300,0.254394
4400,0.271311
4500,0.252653
4600,0.253647
4700,0.262167
4800,0.269842
4900,0.263856
5000,0.249990
5100,0.261774
5200,0.265127
5300,0.266755
5400,0.266180
5500,0.258224
5600,0.254902
5700,0.276866
5800,0.277481
5900,0.253921
6000,0.263006
6100,0.253154
6200,0.274581
6300,0.251559
6400,0.272417
6500,0.254689
6600,0.263604
6700,0.262221
6800,0.266871
6900,0.245653
7000,0.253304
7100,0.250691
7200,0.252974
7300,0.254724
7400,0.259395
7500,0.256714
7600,0.253145
7700,0.260941
7800,0.256322
7900,0.261001
8000,0.265726
8100,0.258289
8200,0.250790
8300,0.277187
8400,0.263628
8500,0.261487
8600,0.259889
8700,0.270611
8800,0.268861
8900,0.269535
9000,0.267457
9100,0.263721
9200,0.274101
9300,0.276002
9400,0.253879
9500,0.270119
9600,0.262790
9700,0.266365
9800,0.263172
9900,0.251419
10000,0.272107
10100,0.249327
10200,0.280913
10300,0.267704
10400,0.270544
10500,0.268014
10600,0.254926
10700,0.283067
10800,0.265167
10900,0.270034
11000,0.269927
11100,0.259529
11200,0.264474
11300,0.273460
11400,0.267637
11500,0.270204
11600,0.255857
11700,0.259104
11800,0.260536
11900,0.270636
12000,0.241763
12100,0.272660
12200,0.262553
12300,0.270965
12400,0.263698
12500,0.294765
12600,0.270921
12700,0.285221
12800,0.265930
12900,0.266674
13000,0.261389
13100,0.259156
13200,0.262661
13300,0.258869
13400,0.260437
13500,0.258041
13600,0.246661
13700,0.241286
13800,0.259554
13900,0.269616
14000,0.268908
14100,0.266679
14200,0.265774
14300,0.266809
14400,0.256415
14500,0.271863
14600,0.270322
14700,0.266040
14800,0.256601
14900,0.272856
15000,0.268261
15100,0.269340
15200,0.262355
15300,0.284530
15400,0.258928
15500,0.265161
15600,0.269526
15700,0.260579
15800,0.275640
15900,0.260643
16000,0.280496
16100,0.255382
16200,0.284513
16300,0.272687
